App;Category;Rating;Reviews;Size;Installs;Type;Price;Content Rating;Genres
Shadow Fight 2;GAME;4,6;10981850;88;100,000,000+;Free;0;Everyone 10+;Action
Crazy Wheels;GAME;4;121082;7,00;10,000,000+;Free;0;Teen;Adventure
Curriculum vitae App CV Builder Free Resume Maker;BUSINESS;4,5;4571;3,90;500,000+;Free;0;Everyone;Business
Free Resume App;BUSINESS;4,6;15830;Varies with devic;1,000,000+;Free;0;Everyone;Business
CV Engineer - Free Resume Maker & CV Templates;BUSINESS;4,6;213;3,80;10,000+;Free;0;Everyone;Business
CV Examples 2018;FAMILY;4,5;625;26;100,000+;Free;0;Everyone;Education
Curriculum Vitae;BUSINESS;3,7;3757;5,00;1,000,000+;Free;0;Everyone;Business
Free resume builder CV maker templates PDF formats;BUSINESS;4,4;9555;4,70;1,000,000+;Free;0;Everyone;Business
Resume Builder - Free CV Maker & Premium Templates;BUSINESS;4,6;770;5,60;100,000+;Free;0;Everyone;Business
Easy Cv maker 2018;BOOKS_AND_REFERENCE;3,9;88;5,30;10,000+;Free;0;Everyone;Books & Reference
Resume PDF Maker / CV Builder;BUSINESS;4,4;2147;2,20;500,000+;Free;0;Everyone;Business
Resume & CV Creator by Desygner;PRODUCTIVITY;4,5;48;26;5,000+;Free;0;Everyone;Productivity
CV S ( CV Editor - Resume );BUSINESS;4,5;3972;5,60;100,000+;Free;0;Teen;Business
CV Formats 2018;FAMILY;4,3;374;26;100,000+;Free;0;Everyone;Education
CV Maker Pro;BUSINESS;3,7;113;8,60;10,000+;Free;0;Everyone;Business
Free CV Creator;TOOLS;3,9;37;21;10,000+;Free;0;Everyone;Tools
Resume Builder and CV maker app;PRODUCTIVITY;4,3;2303;15;100,000+;Free;0;Everyone;Productivity
HOW TO WRITE A CV;BUSINESS;4,1;489;20;100,000+;Free;0;Everyone;Business
CV EXAMPLES;BUSINESS;4,1;423;20;100,000+;Free;0;Everyone;Business
Cv maker / Job cv maker;FAMILY;4,4;14;5,50;1,000+;Free;0;Everyone;Education
Resume Free;PRODUCTIVITY;4,5;27820;4,70;1,000,000+;Free;0;Everyone;Productivity
How to Write CV;BOOKS_AND_REFERENCE;4,6;244;4,10;100,000+;Free;0;Everyone;Books & Reference
Free Resume Builder ¢?? CV Maker;BUSINESS;4,4;25;12;5,000+;Free;0;Everyone;Business
Resume App;BUSINESS;4,4;11310;Varies with devic;1,000,000+;Free;0;Everyone;Business
CV Builder;BUSINESS;3,8;203;5,90;10,000+;Free;0;Everyone;Business
Curriculum Vitae - Resume CV;PRODUCTIVITY;2,6;80;2,20;10,000+;Free;0;Everyone;Productivity
Resume Builder / CV Maker & Templates;BUSINESS;4,4;25;7,90;5,000+;Free;0;Everyone;Business
CV maker for Job Applications and Resume Maker;TOOLS;4,2;75;25;10,000+;Free;0;Everyone;Tools
CV Templates 2018;FAMILY;4;13;26;5,000+;Free;0;Everyone;Education
Job CV Maker & Portfolio Maker;FAMILY;4,2;593;4,90;100,000+;Free;0;Everyone;Education
CV Maker for Job Applications:Photo Resume Builder;TOOLS;4;114;25;10,000+;Free;0;Everyone;Tools
CV Creator;FAMILY;4,4;31;8,30;10,000+;Free;0;Everyone;Education
Resume ( CV Editor );BUSINESS;4,5;416;6,00;10,000+;Free;0;Everyone;Business
CV Maker;PERSONALIZATION;3,2;114;3,00;10,000+;Free;0;Everyone;Personalization
Resume Maker - Creator;BUSINESS;4,3;740;19;50,000+;Free;0;Everyone;Business
CV Builder for Smart Resumes;BUSINESS;3,4;22;4,10;1,000+;Free;0;Everyone;Business
CV-RECORD Pro;COMMUNICATION;2,3;42;6,00;1,000+;Paid;0,99;Everyone;Communication
CV-Library Job Search;BUSINESS;4,4;6997;4,60;100,000+;Free;0;Everyone;Business
CV Samples 2018;BUSINESS;4,3;34;26;10,000+;Free;0;Everyone;Business
CV (Curriculum Vitae / Resume) Maker;BUSINESS;;4;4,40;5,000+;Free;0;Everyone;Business
Resume / CV;BUSINESS;3,6;125;5,00;10,000+;Free;0;Everyone;Business
VisualCV Resume Builder;BUSINESS;4,6;2555;16;100,000+;Free;0;Everyone;Business
Resume Maker / CV creator & Templates;TOOLS;4,2;54;22;5,000+;Free;0;Everyone;Tools
Resume Builder - Curriculum Vitae & Resume Maker;BUSINESS;4;12;8,10;5,000+;Free;0;Everyone;Business
The CW;FAMILY;4,4;288209;21;5,000,000+;Free;0;Teen;Entertainment
CW Seed;FAMILY;4,5;16391;13;500,000+;Free;0;Teen;Entertainment
The CW TV app;FAMILY;3,2;24;4,80;5,000+;Free;0;Everyone;Entertainment
CW TV;NEWS_AND_MAGAZINES;1,7;367;6,10;50,000+;Free;0;Everyone;News & Magazines
The CW TN app 2018;FAMILY;2,2;54;4,30;10,000+;Free;0;Everyone;Entertainment
Archie Comics;COMICS;3,8;5084;6,20;100,000+;Free;0;Everyone;Comics
2 Amateur ham radio CW Morse code practice keys TX;COMMUNICATION;4,8;6;3,50;100+;Paid;1,49;Everyone;Communication
All Star Of CW;FAMILY;;0;2,40;10+;Free;0;Everyone;Role Playing
Cartoon Wars: Blade;GAME;4,4;165656;38;5,000,000+;Free;0;Teen;Arcade
FANDOM: Arrow and The Flash;FAMILY;4,5;3935;9,50;100,000+;Free;0;Mature 17+;Entertainment
CW Beacon for Ham Radio;COMMUNICATION;4,8;10;516;100+;Paid;1,49;Everyone;Communication
IZ2UUF Morse Koch CW;COMMUNICATION;4,6;649;837;50,000+;Free;0;Everyone;Communication
Morse Decoder for Ham Radio;COMMUNICATION;3,7;166;2,00;5,000+;Paid;4,99;Everyone;Communication
C W Browser;COMMUNICATION;4,4;14;17;100+;Free;0;Everyone;Communication
Canon CameraWindow;PHOTOGRAPHY;3,5;12204;6,80;1,000,000+;Free;0;Everyone;Photography
Saiyan Of CW;FAMILY;3,8;5;1,10;500+;Free;0;Everyone;Role Playing
CW Studio ‚?;COMMUNICATION;3,8;9;780;100+;Paid;0,99;Everyone;Communication
20WPM Amateur ham radio Koch CW Morse code trainer;COMMUNICATION;4,3;12;3,70;100+;Paid;1,49;Everyone;Communication
CW Bluetooth SPP;COMMUNICATION;;3;961;100+;Free;0;Everyone;Communication
Morse Trainer for Ham Radio;COMMUNICATION;4,6;265;2,60;10,000+;Paid;2,99;Everyone;Communication
Free CW TN Videos 2018;FAMILY;;0;4,80;10+;Free;0;Everyone;Entertainment
The Church at CW;LIFESTYLE;4,5;2;7,80;100+;Free;0;Teen;Lifestyle
CW Mobile;FAMILY;;3;22;50+;Free;0;Everyone;Education
CW BLE Peripheral Simulator;COMMUNICATION;;2;1,50;500+;Free;0;Everyone;Communication
Morse Machine for Ham Radio;COMMUNICATION;4,8;341;9,60;5,000+;Paid;0,99;Everyone;Communication
Pocket RxTx Pro;PRODUCTIVITY;4,3;253;Varies with devic;5,000+;Paid;3,99;Everyone;Productivity
Morse Player;FAMILY;5;12;2,40;100+;Paid;1,99;Everyone;Education
My CW;TOOLS;3;1;55;100+;Free;0;Everyone;Tools
CW Ringtone (Morse Code generator);COMMUNICATION;;0;269;10+;Paid;2,49;Everyone;Communication
30WPM Amateur ham radio Koch CW Morse code trainer;FAMILY;5;1;3,70;10+;Paid;1,49;Everyone;Education
Learn CW;FAMILY;;0;21;1+;Paid;2,49;Everyone;Education
DC All Access;FAMILY;4,4;12639;96;500,000+;Free;0;Teen;Entertainment
Koch Morse Trainer Pro;COMMUNICATION;4,6;94;1,10;1,000+;Paid;2,49;Everyone;Communication
Morse Code Reader;COMMUNICATION;3,9;1436;20;100,000+;Free;0;Everyone;Communication
CW Nuclear;BOOKS_AND_REFERENCE;3,3;15;12;1,000+;Free;0;Everyone;Books & Reference
Pocket RxTx Free;PRODUCTIVITY;4,1;4513;Varies with devic;100,000+;Free;0;Everyone;Productivity
CW Deposit;BUSINESS;3;4;498;1,000+;Free;0;Everyone;Business
Hallmark Channel Everywhere;FAMILY;4,2;6784;13;500,000+;Free;0;Everyone;Entertainment
Morse Player Free;FAMILY;4,2;268;4,20;50,000+;Free;0;Everyone;Education
News 8 San Diego;NEWS_AND_MAGAZINES;4,2;1137;11;50,000+;Free;0;Everyone;News & Magazines
Learn Morse Code - G0HYN Learn Morse;COMMUNICATION;4;27;600;5,000+;Free;0;Everyone;Communication
SYFY;FAMILY;3,2;3069;18;500,000+;Free;0;Teen;Entertainment
Morse Notifier Free;TOOLS;4,6;79;3,00;1,000+;Free;0;Everyone;Tools
AMC;FAMILY;3,2;20843;14;1,000,000+;Free;0;Teen;Entertainment
Cartoon Wars 3;FAMILY;4,1;137674;72;5,000,000+;Free;0;Teen;Role Playing
ABC ¢?? Live TV & Full Episodes;FAMILY;3,3;50428;Varies with devic;5,000,000+;Free;0;Teen;Entertainment
Oracle CX Cloud Mobile;BUSINESS;4,4;48;54;5,000+;Free;0;Everyone;Business
CX-10WiFi;FAMILY;4;1419;12;100,000+;Free;0;Everyone;Casual
CX-OF;FAMILY;4,2;18;37;1,000+;Free;0;Everyone;Entertainment
cx-32wifi;FAMILY;4,1;62;6,50;10,000+;Free;0;Everyone;Entertainment
CX-17WIFI;FAMILY;4,3;49;6,60;10,000+;Free;0;Everyone;Entertainment
Cathay Pacific;TRAVEL_AND_LOCAL;3,3;4069;50;1,000,000+;Free;0;Everyone;Travel & Local
Cx File Explorer;TOOLS;4,7;175;4,30;10,000+;Free;0;Everyone;Tools
cx-33wifi;FAMILY;4,4;63;7,60;10,000+;Free;0;Everyone;Entertainment
CX-WiFi720P;FAMILY;3,1;47;5,50;10,000+;Free;0;Everyone;Entertainment
CX-60;FAMILY;3,1;19;94;1,000+;Free;0;Everyone;Casual
ACTIVEON CX & CX GOLD;VIDEO_PLAYERS;3,3;439;35;50,000+;Free;0;Everyone;Video Players & Editors
CX North America;BUSINESS;3,9;10;55;500+;Free;0;Everyone;Business
CX-10DS;FAMILY;3,4;12;11;1,000+;Free;0;Everyone;Casual
CX-37;FAMILY;3,9;13;12;1,000+;Free;0;Everyone;Casual
Avaya CX;BUSINESS;4,4;21;21;1,000+;Free;0;Everyone;Business
TI-Nspire CX Calculator Manual;FAMILY;3,9;11;27;500+;Paid;4,99;Everyone;Education
CX_WiFiUFO;SPORTS;3,7;818;5,30;100,000+;Free;0;Everyone;Sports
CX watcher;FAMILY;4,5;4;30;500+;Free;0;Everyone;Casual
Theme For Techno Camon CX;PERSONALIZATION;4,7;42;10;5,000+;Free;0;Everyone;Personalization
CX-95WIFI;LIFESTYLE;;6;11;500+;Free;0;Everyone;Lifestyle
Theme for Tecno Camon CX / C8;LIFESTYLE;4,6;147;9,80;10,000+;Free;0;Everyone;Lifestyle
CX Carrier Lite;BUSINESS;;0;68;10+;Free;0;Everyone;Business
Oraciƒ?n CX;LIFESTYLE;5;103;3,80;5,000+;Free;0;Everyone;Lifestyle
CX-40;FAMILY;3;2;33;100+;Free;0;Everyone;Entertainment
Cx Wize;PRODUCTIVITY;;3;24;100+;Free;0;Everyone;Productivity
Ring;COMMUNICATION;3,9;517;35;10,000+;Free;0;Everyone;Communication
Racing CX;GAME;;4;20;500+;Free;0;Everyone;Racing
cx advance call blocker;PERSONALIZATION;5;3;3,40;50+;Free;0;Everyone;Personalization
CX Ram Booster;TOOLS;3,9;12;2,50;500+;Free;0;Everyone;Tools
CX-42;FAMILY;;0;32;10+;Free;0;Everyone;Casual
CX Capture;BUSINESS;;1;5,80;100+;Free;0;Everyone;Business
CONNECT: The Mobile CX Summit;PRODUCTIVITY;;0;18;50+;Free;0;Teen;Productivity
Hyundai CX Conference;COMMUNICATION;;0;20;50+;Free;0;Everyone;Communication
CX-41;LIFESTYLE;;1;32;100+;Free;0;Everyone;Lifestyle
CX Monthly Tech News;VIDEO_PLAYERS;;2;6,90;500+;Free;0;Everyone;Video Players & Editors
CXmodel-ufo;FAMILY;3,8;19;12;1,000+;Free;0;Everyone;Entertainment
CX Summit;PRODUCTIVITY;;1;17;50+;Free;0;Teen;Productivity
Secret Codes For Android;TOOLS;3,6;6060;592;500,000+;Free;0;Everyone;Tools
Absolute RC Heli Simulator;SPORTS;3,9;654;50;10,000+;Paid;4,99;Everyone;Sports
WiFi FPV;FAMILY;3,8;316;19;100,000+;Free;0;Everyone;Entertainment
CX Elevated;BUSINESS;;0;55;50+;Free;0;Everyone;Business
go41cx;FAMILY;4,8;171;1,00;1,000+;Paid;10;Everyone;Education
FlexRelease CX;BUSINESS;;4;2,00;1,000+;Free;0;Everyone;Business
Ambient CX;BUSINESS;;0;7,50;5+;Free;0;Everyone;Business
QuestionPro - CX;BUSINESS;;1;16;50+;Free;0;Everyone;Business
CX Network;BUSINESS;;0;10;0+;Free;0;Everyone;Business
CY Security Antivirus Cleaner;PRODUCTIVITY;4,5;75140;Varies with devic;1,000,000+;Free;0;Everyone;Productivity
Freecell CY;GAME;4;387;1,10;50,000+;Free;0;Everyone;Card
Cytus II;GAME;4,7;16851;81;100,000+;Paid;1,99;Everyone 10+;Music
Cy-Reader;FAMILY;4,8;17;15;100+;Free;0;Everyone;Education
Cy-Fair FCU Mobile Banking;FINANCE;4,7;439;13;5,000+;Free;0;Everyone;Finance
Cytus;GAME;4,7;541732;20;5,000,000+;Free;0;Everyone;Music
Cy-Ranch;NEWS_AND_MAGAZINES;4,5;27;7,10;500+;Free;0;Everyone;News & Magazines
Recycling Cy;LIFESTYLE;4;47;4,50;1,000+;Free;0;Everyone;Lifestyle
CY Konum;PERSONALIZATION;;1;1,30;100+;Free;0;Everyone;Personalization
CY.SEND Online Top Up;FINANCE;3,2;191;10;10,000+;Free;0;Everyone;Finance
ABTO CY-ET1;TOOLS;;1;29;100+;Free;0;Everyone;Tools
CY:ME - real time gps tracker;MAPS_AND_NAVIGATION;;8;749;1,000+;Free;0;Everyone;Maps & Navigation
Alpha Bank CY;FINANCE;4,7;39;20;1,000+;Free;0;Everyone;Finance
Cy Messenger;COMMUNICATION;4,5;4;8,10;100+;Free;0;Everyone;Communication
Amadeus GR & CY;COMMUNICATION;;4;3,80;100+;Free;0;Everyone;Communication
Igitabo cy'Indirimbo;FAMILY;4,5;93;1,60;50,000+;Free;0;Everyone;Entertainment
Doctor Finder CY;MEDICAL;4,9;57;6,10;1,000+;Free;0;Everyone;Medical
Eshopcy.com.cy;SHOPPING;4,2;182;4,90;5,000+;Free;0;Everyone;Shopping
NOMISMA.com.cy by FMW;NEWS_AND_MAGAZINES;5;3;Varies with devic;100+;Free;0;Everyone;News & Magazines
Cy-Fair VFD EMS Protocols;MEDICAL;5;2;20;100+;Free;0;Everyone 10+;Medical
EUROBANK CY;FINANCE;;30;15;100+;Free;0;Everyone;Finance
Cy-Fair Christian Church;LIFESTYLE;5;2;9,30;100+;Free;0;Everyone;Lifestyle
Mediabox CY;FAMILY;;0;12;10+;Free;0;Everyone;Entertainment
Capitalnews.com.cy;NEWS_AND_MAGAZINES;;0;3,90;10+;Free;0;Everyone;News & Magazines
Shadowverse CCG;GAME;4,2;47340;61;1,000,000+;Free;0;Teen;Card
CY Digital Net;SHOPPING;4,7;3;5,80;500+;Free;0;Everyone;Shopping
Cy-Fair Houston Chamber;BUSINESS;;0;5,00;5+;Free;0;Everyone;Business
StudentLife.com.cy;NEWS_AND_MAGAZINES;;17;4,40;100+;Free;0;Everyone;News & Magazines
Phone Clean Best Speed Booster;PRODUCTIVITY;4,5;81502;Varies with devic;1,000,000+;Free;0;Everyone;Productivity
VAT check CY;BUSINESS;;0;642;100+;Free;0;Everyone;Business
Cy's Elma Pharmacy;HEALTH_AND_FITNESS;;0;9,40;10+;Free;0;Everyone 10+;Health & Fitness
CY Spray nozzle;BOOKS_AND_REFERENCE;;0;3,30;10+;Free;0;Everyone;Books & Reference
LOCX Applock Lock Apps & Photo;PRODUCTIVITY;4,5;208543;Varies with devic;10,000,000+;Free;0;Everyone;Productivity
Cymath - Math Problem Solver;FAMILY;4,5;10159;6,40;1,000,000+;Free;0;Everyone;Education
Rewards;FINANCE;3,8;57;4,00;5,000+;Free;0;Everyone;Finance
Army of Heroes;FAMILY;4,5;85015;46;1,000,000+;Free;0;Everyone 10+;Strategy
BibleRead En Cy Zh Yue;BOOKS_AND_REFERENCE;;0;12;5+;Free;0;Everyone;Books & Reference
Math Solver;FAMILY;4,3;2250;30;100,000+;Free;0;Everyone;Education
SuperBikers 2;GAME;3,9;6200;Varies with devic;500,000+;Free;0;Everyone 10+;Racing
Cyprus Bus Companion;MAPS_AND_NAVIGATION;3,9;112;1,40;10,000+;Free;0;Everyone;Maps & Navigation
Cyprus Police;SOCIAL;4,2;226;15;10,000+;Free;0;Everyone 10+;Social
foody Cyprus - online ordering;SHOPPING;4,5;214;1,80;10,000+;Free;0;Everyone;Shopping
Death Dragon Knights RPG;FAMILY;4,1;11179;19;1,000,000+;Free;0;Teen;Role Playing
Camera360 Lite - Selfie Camera;PHOTOGRAPHY;4,4;221878;Varies with devic;10,000,000+;Free;0;Everyone;Photography
Bank Of Cyprus;FINANCE;4,1;1514;12;100,000+;Free;0;Everyone;Finance
Map of Cyprus offline;TRAVEL_AND_LOCAL;4,6;470;21;10,000+;Free;0;Everyone;Travel & Local
McDelivery Cyprus;FOOD_AND_DRINK;3,3;60;25;10,000+;Free;0;Everyone;Food & Drink
CZ-USA;LIFESTYLE;4,5;11;3,40;1,000+;Free;0;Everyone;Lifestyle
CZ File Manager;TOOLS;2,2;876;8,70;1,000,000+;Free;0;Everyone;Tools
Security Camera CZ;HOUSE_AND_HOME;4,4;137;19;10,000+;Free;0;Everyone;House & Home
Alzashop.com;SHOPPING;4,5;32014;18;500,000+;Free;0;Everyone;Shopping
KFC CZ;LIFESTYLE;2,8;1189;18;100,000+;Free;0;Everyone;Lifestyle
Skylink Live TV CZ;FAMILY;3,3;2802;15;100,000+;Free;0;Teen;Entertainment
CZ-70 (CZ-50) pistol explained;BOOKS_AND_REFERENCE;;2;17;10+;Paid;5,99;Everyone;Books & Reference
Mapy.cz - Cycling & Hiking offline maps;MAPS_AND_NAVIGATION;4,5;56409;43;1,000,000+;Free;0;Everyone;Maps & Navigation
CZ-52 pistol explained;BOOKS_AND_REFERENCE;;0;9,30;10+;Paid;5,99;Everyone;Books & Reference
CZ-27 pistol explained;BOOKS_AND_REFERENCE;;1;11;10+;Paid;5,99;Everyone;Books & Reference
Online TV CZ/SK PRO;VIDEO_PLAYERS;3,1;167;2,00;1,000+;Paid;0,99;Everyone;Video Players & Editors
Rande.cz;SOCIAL;3,2;398;2,20;50,000+;Free;0;Mature 17+;Social
Breweries (CZ/SK);LIFESTYLE;4,4;1740;4,40;50,000+;Free;0;Teen;Lifestyle
reality.cz;HOUSE_AND_HOME;4,1;1372;5,40;50,000+;Free;0;Everyone;House & Home
CZ-45 pistol explained;BOOKS_AND_REFERENCE;;1;12;10+;Paid;5,49;Everyone;Books & Reference
CZ-Help;BOOKS_AND_REFERENCE;5;2;1,40;5+;Free;0;Everyone;Books & Reference
Hlƒö…öenƒ?rozhlasu.cz;COMMUNICATION;;0;17;10+;Free;0;Everyone;Communication
signƒöly.cz;SOCIAL;;38;881;1,000+;Free;0;Everyone;Social
CZ-Cyberon Voice Commander;TOOLS;3,8;131;3,30;1,000+;Paid;5,99;Everyone;Tools
Pistolet CZ-70 CZ-50 expliquƒ?;BOOKS_AND_REFERENCE;;0;17;1+;Paid;5,99;Everyone;Books & Reference
CZ-38 (vz 38) pistol explained;BOOKS_AND_REFERENCE;;0;13;5+;Paid;5,99;Everyone;Books & Reference
HTC Sense Input - CZ;TOOLS;4,3;87;7,30;10,000+;Free;0;Everyone;Tools
WebCams;WEATHER;4,6;3963;23;100,000+;Free;0;Everyone;Weather
Wallpapers CZ 75 85;PERSONALIZATION;;0;12;10+;Free;0;Teen;Personalization
SMS Sender - sluzba.cz;COMMUNICATION;;12;72;1,000+;Free;0;Everyone;Communication
Novinky.cz;NEWS_AND_MAGAZINES;3,7;2375;Varies with devic;100,000+;Free;0;Everyone;News & Magazines
Wallpaper.cz;PHOTOGRAPHY;4,9;7;2,20;100+;Free;0;Everyone;Photography
Strava.cz;SHOPPING;4,3;2221;Varies with devic;100,000+;Free;0;Everyone;Shopping
CZ Kompas;TOOLS;5;2;3,50;10+;Free;0;Everyone;Tools
Modlitebnƒ? knƒ?…?ka CZ;BOOKS_AND_REFERENCE;;4;18;500+;Free;0;Everyone;Books & Reference
Reksio cz. 1;BOOKS_AND_REFERENCE;;0;8,60;10+;Paid;0,99;Everyone;Books & Reference
MYTO CZ;MAPS_AND_NAVIGATION;2,9;30;4,80;5,000+;Free;0;Everyone;Maps & Navigation
PLAYzone.cz;FAMILY;4,4;14;7,30;500+;Free;0;Everyone;Entertainment
Tools & Mi Band;HEALTH_AND_FITNESS;4,4;15753;13;100,000+;Paid;3,49;Everyone;Health & Fitness
RoutePlan.cz;PRODUCTIVITY;;6;5,30;100+;Free;0;Everyone;Productivity
TeeTime.cz;SPORTS;4,6;1641;6,20;10,000+;Free;0;Everyone;Sports
What is my IP address;TOOLS;4,5;4228;656;500,000+;Free;0;Everyone;Tools
Windguru Lite;WEATHER;4;9307;5,00;1,000,000+;Free;0;Everyone;Weather
Vira.cz Widget;LIFESTYLE;;86;601;1,000+;Free;0;Everyone;Lifestyle
Da Fit;SPORTS;3,5;1151;8,30;10,000+;Free;0;Everyone;Sports
The House of Da Vinci;FAMILY;4,8;12400;Varies with devic;100,000+;Paid;4,99;Everyone;Puzzle
Dan the Man: Action Platformer;GAME;4,8;528550;73;10,000,000+;Free;0;Teen;Arcade
Ghost Detector;FAMILY;3,5;35337;7,40;5,000,000+;Free;0;Teen;Entertainment
Master for Minecraft(Pocket Edition)-Mod Launcher;TOOLS;4,6;2674051;26;50,000,000+;Free;0;Everyone;Tools
King of Math;FAMILY;4,4;766;14;10,000+;Paid;2,99;Everyone;Education
Translate: text & voice translator;TOOLS;4,3;122010;7,30;5,000,000+;Free;0;Everyone;Tools
The Zueira's Voice;TOOLS;4,7;136540;3,10;1,000,000+;Free;0;Everyone;Tools
Battery Calibration;TOOLS;4,4;134412;11;5,000,000+;Free;0;Everyone;Tools
FVD - Free Video Downloader;TOOLS;4;327914;Varies with devic;10,000,000+;Free;0;Everyone;Tools
Thuglife Video Maker;FAMILY;3,5;38824;12;1,000,000+;Free;0;Mature 17+;Entertainment
MadLipz;FAMILY;4,6;171017;13;10,000,000+;Free;0;Teen;Entertainment
Soccer FC;SPORTS;3,9;6289;33;1,000,000+;Free;0;Everyone;Sports
Visage Lab ¢?? face retouch;PHOTOGRAPHY;3,5;49523;Varies with devic;5,000,000+;Free;0;Everyone;Photography
Geometry Dash SubZero;GAME;4,6;260527;49;10,000,000+;Free;0;Everyone;Arcade
Escaping the Prison;FAMILY;4,2;419375;31;10,000,000+;Free;0;Everyone 10+;Casual
Metal Soldiers 2;GAME;4,4;153649;Varies with devic;10,000,000+;Free;0;Teen;Action
Quiz TRUE or FALSE;GAME;4,6;2464;34;50,000+;Free;0;Everyone;Trivia
Glam Doll Salon - Chic Fashion;FAMILY;4;93898;44;10,000,000+;Free;0;Everyone;Casual
Siren Ringtones;PERSONALIZATION;4,2;42190;11;5,000,000+;Free;0;Teen;Personalization
Peppa Pig: Party Time;FAMILY;3,8;52;55;10,000+;Paid;2,99;Everyone;Educational
Download Manager for Android;TOOLS;4,1;420518;Varies with devic;10,000,000+;Free;0;Everyone;Tools
COOKING MAMA Let's Cook!;FAMILY;4,3;528917;59;10,000,000+;Free;0;Everyone;Educational
Run Sausage Run!;GAME;4,4;276105;Varies with devic;10,000,000+;Free;0;Everyone 10+;Arcade
Knife Hit;GAME;4,5;462614;60;10,000,000+;Free;0;Everyone;Arcade
The Visitor;GAME;4,1;39895;25;5,000,000+;Free;0;Mature 17+;Adventure
Just Dance Now;GAME;4,2;794058;56;10,000,000+;Free;0;Everyone;Music
DB Navigator;MAPS_AND_NAVIGATION;4;119685;20;10,000,000+;Free;0;Everyone;Maps & Navigation
SQLite DB Reader;TOOLS;3,6;301;2,30;50,000+;Free;0;Everyone;Tools
DB Browser;TOOLS;3,3;236;221;50,000+;Free;0;Everyone;Tools
Sound Meter;TOOLS;4,7;88993;1,50;10,000,000+;Free;0;Everyone;Tools
DRAGON BALL LEGENDS;GAME;4,6;338742;48;5,000,000+;Free;0;Teen;Action
db.Mobil App;LIBRARIES_AND_DEMO;4,5;23;31;5,000+;Free;0;Everyone;Libraries & Demo
DB Streckenagent;MAPS_AND_NAVIGATION;3,9;4569;7,50;500,000+;Free;0;Everyone;Maps & Navigation
dB: Sound Meter Pro;TOOLS;4,3;31;228;5,000+;Free;0;Everyone;Tools
Movie DB;FAMILY;;10;2,60;1,000+;Free;0;Teen;Entertainment
dB Sound Level Meter;TOOLS;3,9;203;2,30;10,000+;Free;0;Everyone;Tools
DB Sound Meter: Measure Noise Level- Decibel Meter;TOOLS;4,3;824;2,80;10,000+;Free;0;Everyone;Tools
DB Welt - Die Zeitung der DB;NEWS_AND_MAGAZINES;;145;16;10,000+;Free;0;Everyone;News & Magazines
Check DB Benchmark;TOOLS;;0;2,20;100+;Free;0;Everyone;Tools
ACCDB MDB DB Manager Pro - Editor for MS Access;PRODUCTIVITY;3,1;19;4,50;500+;Paid;8,99;Everyone;Productivity
Scale Models DB;TOOLS;4,4;9;33;50+;Paid;2,99;Everyone;Tools
DB Train Simulator;FAMILY;3,7;6514;72;500,000+;Free;0;Everyone;Simulation
DB Tools;FAMILY;4,6;37;3,30;1,000+;Free;0;Everyone;Education
dB Meter - measure sound & noise level in Decibel;TOOLS;4,6;154;6,60;10,000+;Free;0;Everyone;Tools
DB LINK RGB;TOOLS;2,7;7;5,20;500+;Free;0;Everyone;Tools
DB BAHN;TRAVEL_AND_LOCAL;;4;8,00;500+;Free;0;Everyone;Travel & Local
DB Manager;PRODUCTIVITY;;3;108;1,000+;Free;0;Everyone;Productivity
Guide for DB Xenoverse;BOOKS_AND_REFERENCE;4,2;459;11;10,000+;Free;0;Everyone;Books & Reference
DB Transport;MAPS_AND_NAVIGATION;1,9;179;10;10,000+;Free;0;Everyone;Maps & Navigation
DB Stay Connected;BUSINESS;4,6;17;9,40;1,000+;Free;0;Everyone;Business
DB FahrtProfi;TRAVEL_AND_LOCAL;;1;10;1,000+;Free;0;Everyone;Travel & Local
DB TOS - Pocket Helper;TOOLS;4,2;265;Varies with devic;10,000+;Free;0;Everyone;Tools
ReDNAKET DB Normalization Tool;TOOLS;;0;940;10+;Paid;0,99;Everyone;Tools
Guide for DB Xenoverse 2;BOOKS_AND_REFERENCE;4,4;121;8,70;10,000+;Free;0;Everyone;Books & Reference
DB Customer Connect;BUSINESS;4,2;100;6,30;10,000+;Free;0;Everyone;Business
Patron DB;TOOLS;3,9;64;4,10;5,000+;Free;0;Everyone;Tools
DB Event App;SOCIAL;2,4;37;37;5,000+;Free;0;Teen;Social
DB HOME;LIFESTYLE;5;5;3,20;100+;Free;0;Everyone;Lifestyle
Bowers & Wilkins DB Subwoofers;TOOLS;3,9;21;11;10,000+;Free;0;Everyone;Tools
Guide for IMS DB;BOOKS_AND_REFERENCE;;0;2,60;10+;Free;0;Everyone;Books & Reference
DB Busradar NRW;MAPS_AND_NAVIGATION;3,7;78;3,00;10,000+;Free;0;Everyone;Maps & Navigation
DB Pickles;BUSINESS;5;5;14;100+;Free;0;Everyone;Business
DB for Fallout Shelter;FAMILY;4;3323;47;100,000+;Free;0;Everyone;Simulation
LC-DB;PHOTOGRAPHY;3;1;2,50;10+;Paid;3,49;Everyone;Photography
dB Sound Meter;TOOLS;4,1;29;2,30;5,000+;Free;0;Everyone;Tools
DB for Hustle Castle;FAMILY;4,8;21;49;1,000+;Free;0;Everyone;Role Playing
DB Ultra Saiyan Battle;GAME;4,5;33;44;1,000+;Free;0;Everyone 10+;Action
